"UID","SITE_ID","DATE_COL","VISIT_NO","SITESAMP","UNIQUE_ID","DSGN_CYCLE","AG_ECO3","AG_ECO9","EPA_REG","EVAL_CAT","FED_NONFED","FS_EW","HUC2_NM","LAT_DD83","LON_DD83","MAJ_BAS_NM","MIS_BAS_NM","MISS_BASIN","OWN_NARS","PSTL_CODE","STRAH_CAT","URBN_NRS18","USFS","WGT_TP","XCOORD","YCOORD","ACID_COND","ANC_COND","BEDSED_COND","BENT_MMI_COND","CYLSPER_DETECT","CYLSPER_EPA_COND","ENT_1X_STV_COND","FISH_MMI_COND","HG_COND","INSTRMCVR_COND","MICX_DETECT","MICX_EPA_COND","NTL_COND","OE_COND","PTL_COND","RIPDIST_COND","RIPVEG_COND","SAL_COND","SALINITY_CLASS","YEAR","PUBLICATION_DATE"
2014308,"NRS18_MT_10073","08/04/2019","1","Y","NRS_MT-10514","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","47.4483654737809","-111.301056160346","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","MT","RiversMajor","Non-Urban","Not_Forest_Service","181.568413998799","-1156122.12270898","1203757.2443255","Good","None","Poor","Poor","Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E<0.8","Good","High","Good","Good","Freshwater",2019,2022-01-31
2014309,"NRS18_MT_10024","08/04/2019","1","Y","NRS_MT-10297","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","47.4516106964137","-111.301287950598","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","MT","RiversMajor","Non-Urban","Not_Forest_Service","181.568413998799","-1156082.00000004","1204113.99999996","Good","None","Fair","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E<0.9","Good","High","Good","Good","Freshwater",2019,2022-01-31
2014310,"NRS18_MT_10017","08/05/2019","1","Y","NRS_MT-10285","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","47.4143467177219","-111.498628943339","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","MT","RiversMajor","Non-Urban","Not_Forest_Service","181.568413998799","-1171529.00000004","1202466.99999996","Good","None","Good","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Not Assessed","Fair","Not Detected","At or Below Benchmark","Good","O/E<0.9","Good","High","Good","Good","Freshwater",2019,2022-01-31
2014311,"NRS18_GA_10017","08/06/2019","1","Y","NRS_GA-10130","2018-19","PLNLOW","CPL","Region_04","Target_Sampled","Federal","Not_USFS","South Atlantic-South Region","31.3404654654475","-81.4848879423234","South-Atlantic Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","GA","RiversOther","Non-Urban","Not_Forest_Service","275.703232065382","1370909.00000002","-583546.199999961","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Good","Not Detected","At or Below Benchmark","Fair","OE<0.5","Poor","Low","Good","Good","Freshwater",2019,2022-01-31
2014312,"NRS18_ME_10002","08/06/2019","1","Y","NRS_ME-10264","2018-19","EHIGH","NAP","Region_01","Target_Sampled","Federal","Not_USFS","New England Region","47.1318268714626","-67.8980974073269","New England Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","ME","RiversOther","Non-Urban","Not_Forest_Service","116.827614417976","2111789.00000007","1390018.99999997","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Poor","Not Detected","At or Below Benchmark","Fair","OE<0.5","Poor","Moderate","Good","Good","Freshwater",2019,2022-01-31
2014313,"NRS18_IA_10032","08/06/2019","1","Y","NRS_IA-10147","2018-19","PLNLOW","UMW","Region_07","Target_Sampled","Non-Federal","Not_USFS","Upper Mississippi Region","42.1761836118271","-90.322025657818","Upper Mississippi Region","Upper Mississippi Region","Mississippi_Basin","FWS","IA","RiversOther","Non-Urban","Not_Forest_Service","35.6391960014432","465651.081290642","537747.215577303","Good","None","Poor","Fair","Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.9","Poor","Moderate","Good","Fair","Freshwater",2019,2022-01-31
2014314,"NRS18_SD_10011","08/06/2019","1","Y","NRS_SD-10294","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","44.0438614886741","-101.451115480714","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","SD","RiversOther","Non-Urban","Not_Forest_Service","116.058666603458","-435108.900000012","744906.799999974","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","Not Assessed","Fair","At or Below Benchmark","Good","Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","High","Fair","Fair","Slightly Saline",2019,2022-01-31
2014315,"NRS18_WI_10024","08/06/2019","1","Y","NRS_WI-10140","2018-19","PLNLOW","TPL","Region_05","Target_Sampled","Federal","Not_USFS","Great Lakes Region","44.0245990304188","-88.7945722200736","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","WI","RiversOther","Non-Urban","Not_Forest_Service","35.5936822354201","575065.400000016","752087.699999972","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Good","Detected","At or Below Benchmark","Poor","O/E>=0.9","Fair","Moderate","Fair","Good","Freshwater",2019,2022-01-31
2014316,"NRS18_ND_10027","08/06/2019","1","Y","NRS_ND-10427","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","46.050645323164","-102.0129711024","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","ND","RiversOther","Non-Urban","Not_Forest_Service","86.2078640752804","-465781.826700149","970435.358294624","Good","None","Fair","Poor","Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Fair","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Fair","High","Good","Poor","Slightly Saline",2019,2022-01-31
2014317,"NRS18_VA_10010","08/06/2019","1","Y","NRS_VA-10122","2018-19","PLNLOW","CPL","Region_03","Target_Sampled","Federal","Not_USFS","Mid-Atlantic Region","37.8311995630961","-77.1221969980497","Mid-Atlantic Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","VA","RiversMajor","Non-Urban","Not_Forest_Service","301.392141538977","1634972.00000004","200044.200000002","Good","None","Good","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Above Benchmark","Fair","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Fair","Low","Good","Good","Freshwater",2019,2022-01-31
2014319,"NRS18_CA_10108","08/06/2019","1","Y","NRS_CA-11226","2018-19","WMTNS","WMT","Region_09","Target_Sampled","Non-Federal","West","California Region","40.1307956110408","-121.465212934329","California Region","Not Mississippi River Basin","Not_Mississippi_Basin","USFS","CA","SmallStreams","Non-Urban","Forest_Service","1467.47914928774","-2125357.15017395","581318.877920562","Good","None","Good","Good","Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Fair","Low","Good","Good","Freshwater",2019,2022-01-31
2014320,"NRS18_MT_10011","08/06/2019","1","Y","NRS_MT-10313","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","48.1432112673171","-112.124619374912","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","MT","SmallStreams","Non-Urban","Not_Forest_Service","960.323804765585","-1204818.00000004","1289622.99999996","Good","None","Good","Poor","Not Detected","At or Below Benchmark","Above Benchmark","Poor","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.9","Poor","High","Good","Poor","Moderately Saline",2019,2022-01-31
2014321,"NRS18_CA_10014","08/06/2019","1","Y","NRS_CA-10818","2018-19","WMTNS","WMT","Region_09","Target_Sampled","Federal","Not_USFS","California Region","41.4563960605852","-123.935564841838","California Region","Not Mississippi River Basin","Not_Mississippi_Basin","Tribal Land","CA","RiversMajor","Non-Urban","Not_Forest_Service","227.916589971567","-2282823.60200006","781260.710999986","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","At or Below Benchmark","Poor","Not Detected","At or Below Benchmark","Fair","OE<0.5","Fair","Low","Good","Good","Freshwater",2019,2022-01-31
2014323,"NRS18_MT_10009","08/06/2019","1","Y","NRS_MT-10309","2018-19","WMTNS","WMT","Region_08","Target_Sampled","Non-Federal","West","Upper Missouri Region","46.5855886703596","-111.265708466632","Missouri Region","Upper Missouri Region","Mississippi_Basin","USFS","MT","SmallStreams","Non-Urban","Forest_Service","2936.75608090646","-1168744.00000004","1109088.99999996","Good","None","Good","Good","Not Detected","At or Below Benchmark","Above Benchmark","Poor","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","Low","Good","Good","Freshwater",2019,2022-01-31
2014325,"NRS18_MI_10014","08/07/2019","1","Y","NRS_MI-10104","2018-19","PLNLOW","UMW","Region_05","Target_Sampled","Federal","Not_USFS","Great Lakes Region","44.6744891997581","-84.3274679617287","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","MI","RiversMajor","Non-Urban","Not_Forest_Service","84.4025767015874","921262.500000025","859347.29999997","Good","None","Poor","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","At or Below Benchmark","Poor","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","Moderate","Good","Good","Freshwater",2019,2022-01-31
2014326,"NRS18_NE_10010","08/07/2019","1","Y","NRS_NE-10026","2018-19","PLNLOW","TPL","Region_07","Target_Sampled","Federal","Not_USFS","Lower Missouri Region","41.152045691357","-96.548454739192","Missouri Region","Lower Missouri Region","Mississippi_Basin","Non Federal","NE","RiversOther","Non-Urban","Not_Forest_Service","106.55766938776","-45666.7300000011","409360.499999982","Good","None","Fair","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Good","Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Good","Good","Freshwater",2019,2022-01-31
2014327,"NRS18_ME_10013","08/07/2019","1","Y","NRS_ME-10295","2018-19","EHIGH","NAP","Region_01","Target_Sampled","Federal","Not_USFS","New England Region","47.2086580886605","-68.8228170626663","New England Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","ME","RiversOther","Non-Urban","Not_Forest_Service","116.827614417976","2041840.00000006","1377950.99999997","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Above Benchmark","Poor","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","Moderate","Poor","Good","Freshwater",2019,2022-01-31
2014328,"NRS18_PA_10046","08/07/2019","1","Y","NRS_PA-10042","2018-19","EHIGH","SAP","Region_03","Target_Sampled","Federal","Not_USFS","Mid-Atlantic Region","40.0733624594426","-75.2235382049476","Mid-Atlantic Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","PA","LargeStreams","Urban","Not_Forest_Service","903.06563088651","1742404.00000004","479638.399999992","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","Above Benchmark","Poor","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.9","Poor","High","Good","Good","Freshwater",2019,2022-01-31
2014329,"NRS18_GA_10035","08/07/2019","1","Y","NRS_GA-10065","2018-19","PLNLOW","CPL","Region_04","Target_Sampled","Non-Federal","Not_USFS","South Atlantic-West Region","30.9619999594229","-84.5584695523349","South-Atlantic Region","Not Mississippi River Basin","Not_Mississippi_Basin","USACE","GA","RiversMajor","Non-Urban","Not_Forest_Service","275.703232065382","1087269.05900002","-665015.463999958","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","Above Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.9","Good","High","Good","Good","Freshwater",2019,2022-01-31
2014330,"NRS18_TX_10099","08/07/2019","1","Y","NRS_TX-10273","2018-19","PLNLOW","CPL","Region_06","Target_Sampled","Federal","Not_USFS","Arkansas-Red-White Region","32.7574417874084","-94.8478400450816","Arkansas-White-Red Region","Arkansas-White-Red Region","Mississippi_Basin","Non Federal","TX","SmallStreams","Non-Urban","Not_Forest_Service","1423.06977510571","107325.500000002","-529906.599999965","Good","None","Good","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Fair","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","Moderate","Good","Good","Freshwater",2019,2022-01-31
2014331,"NRS18_TX_10093","08/06/2019","1","Y","NRS_TX-10183","2018-19","PLNLOW","CPL","Region_06","Target_Sampled","Federal","Not_USFS","Arkansas-Red-White Region","32.7609952793088","-94.3002694883695","Arkansas-White-Red Region","Arkansas-White-Red Region","Mississippi_Basin","Non Federal","TX","LargeStreams","Non-Urban","Not_Forest_Service","714.546558270072","158320.900000003","-528744.899999972","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Good","Detected","At or Below Benchmark","Fair","O/E<0.8","Fair","Moderate","Good","Good","Freshwater",2019,2022-01-31
2014332,"NRS18_CA_10005","08/07/2019","1","Y","NRS_CA-10833","2018-19","WMTNS","WMT","Region_09","Target_Sampled","Non-Federal","West","California Region","39.9052137540938","-121.046559728472","California Region","Not Mississippi River Basin","Not_Mississippi_Basin","USFS","CA","SmallStreams","Non-Urban","Forest_Service","1467.47914928774","-2097820.30700005","547628.440999988","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Fair","Low","Good","Good","Freshwater",2019,2022-01-31
2014333,"NRS18_OK_10004","08/05/2019","1","Y","NRS_OK-10168","2018-19","PLNLOW","SPL","Region_06","Target_Sampled","Federal","Not_USFS","Arkansas-Red-White Region","36.9289636037001","-96.1883734504895","Arkansas-White-Red Region","Arkansas-White-Red Region","Mississippi_Basin","Tribal Land","OK","LargeStreams","Non-Urban","Not_Forest_Service","280.099813965863","-16622.8764433897","-63973.0480420673","Good","None","Poor","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Fair","Not Detected","At or Below Benchmark","Poor","OE<0.5","Fair","Low","Fair","Good","Freshwater",2019,2022-01-31
2014334,"NRS18_WI_10056","08/07/2019","1","Y","NRS_WI-10204","2018-19","PLNLOW","UMW","Region_05","Target_Sampled","Federal","Not_USFS","Great Lakes Region","44.4000429280327","-88.7758171584276","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","WI","RiversOther","Non-Urban","Not_Forest_Service","97.486544012028","573381.054682041","793930.989509488","Good","None","Fair","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Above Benchmark","Good","Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","High","Good","Good","Freshwater",2019,2022-01-31
2014335,"NRS18_ND_10975","08/07/2019","1","Y","NRS_ND-10458","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","46.3547679076847","-102.169037586963","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","ND","RiversMajor","Non-Urban","Not_Forest_Service","86.2078640752804","-475665.982574967","1004875.24943656","Good","None","Good","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Above Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Good","Fair","Slightly Saline",2019,2022-01-31
2014339,"NRS18_SD_11899","08/07/2019","1","Y","NRS_SD-10606","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","43.781769491966","-100.866439451168","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","SD","RiversMajor","Non-Urban","Not_Forest_Service","116.058666603458","-389979.495342876","713179.154827529","Good","None","Poor","Fair","Not Detected","At or Below Benchmark","Not Assessed","Poor","Above Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Poor","Moderate","Fair","Good","Freshwater",2019,2022-01-31
2014340,"NRS18_WI_10691","08/08/2019","1","Y","NRS_WI-10233","2018-19","PLNLOW","TPL","Region_05","Target_Sampled","Federal","Not_USFS","Great Lakes Region","43.9993579559018","-88.8895950387263","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","WI","RiversOther","Non-Urban","Not_Forest_Service","35.5936822354201","567706.280121347","748709.624790776","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Good","Detected","At or Below Benchmark","Poor","O/E<0.9","Fair","High","Good","Good","Freshwater",2019,2022-01-31
2014341,"NRS18_PA_10038","08/08/2019","1","Y","NRS_PA-10119","2018-19","EHIGH","NAP","Region_03","Target_Sampled","Federal","Not_USFS","Mid-Atlantic Region","41.4522264065225","-76.4526646956522","Mid-Atlantic Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","PA","LargeStreams","Non-Urban","Not_Forest_Service","631.917426115696","1609289.46101931","608925.226569199","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E<0.9","Good","Low","Good","Good","Freshwater",2019,2022-01-31
2014342,"NRS18_MI_10002","08/08/2019","1","Y","NRS_MI-10045","2018-19","PLNLOW","UMW","Region_05","Target_Sampled","Federal","Not_USFS","Great Lakes Region","43.0563109224963","-85.5942060089315","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","MI","RiversOther","Urban","Not_Forest_Service","84.4025767015874","841432.500000024","668319.399999973","Good","None","Fair","Poor","Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Fair","Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","High","Good","Fair","Freshwater",2019,2022-01-31
2014344,"NRS18_OR_10017","08/08/2019","1","Y","NRS_OR-10592","2018-19","WMTNS","WMT","Region_10","Target_Sampled","Non-Federal","Not_USFS","Pacific Northwest Region","42.8564100597107","-123.143408924906","Pacific Northwest Region","Not Mississippi River Basin","Not_Mississippi_Basin","BLM","OR","SmallStreams","Non-Urban","Not_Forest_Service","1939.86003652732","-2175772.00000006","912725.899999981","Good","None","Fair","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Poor","Not Detected","At or Below Benchmark","Fair","O/E<0.8","Fair","Moderate","Good","Good","Freshwater",2019,2022-01-31
2014345,"NRS18_ME_10001","08/08/2019","1","Y","NRS_ME-10271","2018-19","EHIGH","NAP","Region_01","Target_Sampled","Federal","Not_USFS","New England Region","46.9755637983931","-69.3783805216446","New England Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","ME","SmallStreams","Non-Urban","Not_Forest_Service","2020.24055612549","2008339.00000006","1341351.99999997","Good","None","Good","Fair","Not Detected","At or Below Benchmark","Above Benchmark","Good","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E<0.9","Good","Low","Fair","Good","Freshwater",2019,2022-01-31
2014347,"NRS18_SD_10013","08/08/2019","1","Y","NRS_SD-10374","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","43.4017844480971","-100.984334881145","Missouri Region","Upper Missouri Region","Mississippi_Basin","Tribal Land","SD","LargeStreams","Non-Urban","Not_Forest_Service","323.214052193621","-401641.800000012","671320.499999973","Good","None","Fair","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Good","Good","Freshwater",2019,2022-01-31
2014349,"NRS18_UT_10285","08/08/2019","1","Y","NRS_UT-10383","2018-19","WMTNS","WMT","Region_08","Target_Sampled","Non-Federal","West","Upper Colorado Region","40.855735160143","-110.456951709488","Upper Colorado Region","Not Mississippi River Basin","Not_Mississippi_Basin","USFS","UT","LargeStreams","Non-Urban","Forest_Service","409.587472517216","-1204145.80510919","467817.388710564","Good","None","Good","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Poor","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","Low","Good","Good","Freshwater",2019,2022-01-31
2014350,"NRS18_MT_10080","08/08/2019","1","Y","NRS_MT-10325","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","48.5494709599842","-109.391675717399","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","MT","LargeStreams","Non-Urban","Not_Forest_Service","388.988153111227","-995824.000000032","1302184.99999996","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","Above Benchmark","Good","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E<0.8","Good","Moderate","Good","Good","Freshwater",2019,2022-01-31
2014351,"NRS18_MT_10070","08/07/2019","1","Y","NRS_MT-10511","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Non-Federal","Not_USFS","Upper Missouri Region","48.8008972891878","-110.13481234964","Missouri Region","Upper Missouri Region","Mississippi_Basin","USBR","MT","RiversMajor","Non-Urban","Not_Forest_Service","181.568413998799","-1046589.59431888","1337534.33029548","Good","None","Poor","Good","Not Detected","At or Below Benchmark","Above Benchmark","Not Assessed","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Poor","Moderate","Good","Good","Freshwater",2019,2022-01-31
2014352,"NRS18_MI_10023","08/09/2019","1","Y","NRS_MI-10110","2018-19","PLNLOW","UMW","Region_05","Target_Sampled","Federal","Not_USFS","Great Lakes Region","42.9765979546973","-85.5122500428772","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","MI","RiversOther","Non-Urban","Not_Forest_Service","84.4025767015874","849013.500000023","660197.499999972","Good","None","Fair","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Good","Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","High","Good","Fair","Freshwater",2019,2022-01-31
2014357,"NRS18_MI_10532","08/11/2019","1","Y","NRS_MI-10167","2018-19","PLNLOW","UMW","Region_05","Target_Sampled","Federal","Not_USFS","Great Lakes Region","46.3735725751698","-85.9825153702877","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","MI","LargeStreams","Non-Urban","Not_Forest_Service","390.765991019267","771294.699284388","1032204.92790513","Good","None","Fair","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","Moderate","Good","Good","Freshwater",2019,2022-01-31
2014359,"NRS18_SD_10055","08/11/2019","1","Y","NRS_SD-10469","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","43.7870498224113","-101.289281753447","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","SD","RiversMajor","Non-Urban","Not_Forest_Service","116.058666603458","-423798.238317533","715577.821216172","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","Not Assessed","Not Assessed","Not Assessed","Fair","Not Detected","At or Below Benchmark","Poor","OE<0.5","Poor","Low","Fair","Good","Freshwater",2019,2022-01-31
2014361,"NRS18_ID_10024","08/07/2019","1","Y","NRS_ID-10307","2018-19","WMTNS","XER","Region_10","Target_Sampled","Federal","Not_USFS","Pacific Northwest Region","44.4073620652948","-111.583967913525","Pacific Northwest Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","ID","RiversOther","Non-Urban","Not_Forest_Service","205.563341581519","-1232412.00000003","874217.799999969","Good","None","Poor","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","Not Assessed","Poor","Not Detected","At or Below Benchmark","Good","OE<0.5","Good","Moderate","Poor","Good","Freshwater",2019,2022-01-31
2014362,"NRS18_ID_10037","08/08/2019","1","Y","NRS_ID-10392","2018-19","WMTNS","WMT","Region_10","Target_Sampled","Federal","Not_USFS","Pacific Northwest Region","44.358651883712","-111.441490687135","Pacific Northwest Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","ID","RiversOther","Non-Urban","Not_Forest_Service","137.11492834275","-1222122.46950188","867022.185405596","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Poor","Not Detected","At or Below Benchmark","Fair","O/E<0.8","Poor","Moderate","Poor","Good","Freshwater",2019,2022-01-31
2014363,"NRS18_ID_10056","08/06/2019","1","Y","NRS_ID-10377","2018-19","WMTNS","WMT","Region_10","Target_Sampled","Non-Federal","West","Pacific Northwest Region","44.5947738173522","-111.45562691379","Pacific Northwest Region","Not Mississippi River Basin","Not_Mississippi_Basin","USFS","ID","SmallStreams","Non-Urban","Forest_Service","1673.90418064291","-1218972.00000004","893162.899999967","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Poor","Not Detected","At or Below Benchmark","Good","O/E<0.9","Fair","Low","Poor","Good","Freshwater",2019,2022-01-31
2014364,"NRS18_IN_11097","08/12/2019","1","Y","NRS_IN-10111","2018-19","PLNLOW","TPL","Region_05","Target_Sampled","Federal","Not_USFS","Ohio Region","39.893503296898","-86.1288928228272","Ohio-Tennessee Region","Ohio-Tennessee Region","Mississippi_Basin","Non Federal","IN","RiversOther","Urban","Not_Forest_Service","166.661295955495","835055.071867584","311666.072925332","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","Not Assessed","Fair","Not Detected","At or Below Benchmark","Poor","O/E<0.9","Poor","High","Good","Good","Freshwater",2019,2022-01-31
2014365,"NRS18_WI_11142","08/12/2019","1","Y","NRS_WI-10262","2018-19","PLNLOW","UMW","Region_05","Target_Sampled","Federal","Not_USFS","Upper Mississippi Region","43.6049887046781","-89.7516461158633","Upper Mississippi Region","Upper Mississippi Region","Mississippi_Basin","Non Federal","WI","RiversMajor","Non-Urban","Not_Forest_Service","97.486544012028","501875.346221536","699971.559227137","Good","None","Good","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","At or Below Benchmark","Good","Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Fair","Good","Freshwater",2019,2022-01-31
2014367,"NRS18_MI_10072","08/12/2019","1","Y","NRS_MI-10117","2018-19","PLNLOW","UMW","Region_05","Target_Sampled","Non-Federal","East","Great Lakes Region","46.7152654979363","-89.3948937738273","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","USFS","MI","SmallStreams","Non-Urban","Forest_Service","996.913343298005","506462.400000016","1046988.99999996","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","Low","Good","Good","Freshwater",2019,2022-01-31
2014368,"NRS18_SD_10025","08/12/2019","1","Y","NRS_SD-10389","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","43.6838866013498","-100.208681215348","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","SD","RiversMajor","Non-Urban","Not_Forest_Service","116.058666603458","-337789.700000009","699751.89999997","Good","None","Poor","Poor","Not Detected","At or Below Benchmark","Not Assessed","Not Assessed","Not Assessed","Fair","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Poor","Moderate","Good","Good","Freshwater",2019,2022-01-31
