PUBLICATION_DATE,UNIQUE_ID,WGT_TP,UID,SITE_ID,VISIT_NO,IND_DOMAIN,DSGN_CYCLE,PSTL_CODE,AG_ECO9,AG_ECO9_NM,AG_ECO3,AG_ECO3_NM,EPA_REG,MAJ_BASIN,MAJ_BAS_NM,MIS_BASIN,MIS_BAS_NM,MISS_BASIN,OWN_NARS,FED_NONFED,LAT_DD83,LON_DD83,XCOORD,YCOORD,AREA_CAT6,LAKE_ORGN,URBN_NLA22,URBN_NLA17,URBN_NLA07,FRAME07,FRAME12,FRAME17,TNT_CAT,ACID_COND,ATZ_DETECT,ATZ_EPA_COND_3.4,BENT_MMI_COND_2017,CHLA_COND,CYLSPER_DETECT,CYLSPER_EPA_COND,MICX_DETECT,MICX_EPA_COND,DIS_O2_CLS,PTL_COND,NTL_COND,TROPHIC_STATE,ENT_1X_STV_COND,DRAWDOWN_COND,DRAWDOWN_COND_2CAT_2017,RDIS_COND,LITRIPCVR_COND,LITCVR_COND,RVEG_COND,ZOOP_MMI_COND_2017,ANC_MDL,ANC_NARS_FLAG,ANC_RESULT,ATRAZINE_MDL,ATRAZINE_NARS_FLAG,ATRAZINE_RESULT,BFXHORIZDIST_DD,BFXVERTHEIGHT_DD,CHLA_MDL,CHLA_NARS_FLAG,CHLA_RESULT,COND_MDL,COND_NARS_FLAG,COND_RESULT,CYLSPER_MDL,CYLSPER_NARS_FLAG,CYLSPER_RESULT,DO_SURF,DOC_MDL,DOC_NARS_FLAG,DOC_RESULT,ENTEROCOCCI_NARS_FLAG,ENTEROCOCCI_RESULT,LitCvrQc3OE,LitRipCvrQc3OE,MICX_MDL,MICX_NARS_FLAG,MICX_RESULT,MMI_BENT,MMI_ZOOP_2017,NTL_MDL,NTL_NARS_FLAG,NTL_RESULT,PTL_MDL,PTL_NARS_FLAG,PTL_RESULT,RDis_IX,RVegQc3OE,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_RESULT
8/15/2024,NLA_AZ-10117,66.66666667,2020241,NLA22_AZ-10026,1,CORE,2022,AZ,XER,Xeric,WMTNS,West,Region_09,H15,Lower Colorado Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,33.5115,-111.9076,-1460920.001,-323828.2349,"(4,10]",MAN_MADE,Urban,Urban,Urban,Exclude,Exclude,Include2017,Target,Good,Not Detected,At or Below Benchmark,Poor,Poor,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Fair,Fair,Eutrophic,At or Below Benchmark,Small,Not Large,Poor,Poor,Poor,Fair,Fair,NA,NA,2530,0.03,ND,NA,0,0,0.18,NA,12.2,1,NA,1030,0.05,ND,NA,8.866666667,0.024,NA,5.13,NA,186.5221908,0,0.240156,0.1,ND,NA,11.7,57.2,0.002,NA,0.785,0.48,NA,50.6,0.914062,0.329297,0.002,NA,70.8
8/15/2024,NLA_AZ-10122,14.16666667,2020243,NLA22_AZ-10032,1,CORE,2022,AZ,XER,Xeric,WMTNS,West,Region_09,H15,Lower Colorado Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,32.8183,-114.4632,-1707807.826,-357345.9366,>50,MAN_MADE,Non-Urban,Non-Urban,Non-Urban,Exclude,Exclude,Include2017,Target,Good,Not Detected,At or Below Benchmark,Poor,Good,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Good,Good,Mesotrophic,At or Below Benchmark,Small,Not Large,Fair,Poor,Fair,Poor,Good,NA,NA,4310,0.03,ND,NA,0,0,0.18,NA,3.1,1,NA,1680,0.05,ND,NA,8.9,0.024,NA,3.57,L,56.75916808,0.476017,0.206851,0.1,ND,NA,23.4,66.68,0.002,NA,0.418,0.48,NA,37.1,0.34593,0.109024,0.002,NA,351
8/15/2024,NLA_AZ-10185,28,2020244,NLA22_AZ-10008,1,CORE,2022,AZ,WMT,Western Mountains,WMTNS,West,Region_09,H15,Lower Colorado Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,USFS,Federal,34.51811238,-112.385272,-1485058.709,-205545.8403,"(20,50]",MAN_MADE,Urban,Urban,Urban,Exclude,Exclude,Include2017,Target,Good,Not Detected,At or Below Benchmark,Fair,Poor,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Good,Fair,Mesotrophic,At or Below Benchmark,Small,Not Large,Fair,Good,Good,Good,Fair,NA,NA,2190,0.03,ND,NA,0.93,0.3,0.18,NA,5.18,1,NA,444,0.05,ND,NA,8.5,0.024,NA,7.34,NA,147.5673194,1.299324,1.229763,0.1,ND,NA,34.4,58.47,0.002,NA,0.354,0.48,NA,15.4,0.660845,1.179255,0.002,NA,79.5
8/15/2024,NLA_AZ-10139,159.3513514,2020250,NLA22_AZ-10050,1,CORE,2022,AZ,WMT,Western Mountains,WMTNS,West,Region_09,H15,Lower Colorado Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,USFS,Federal,34.46225,-111.3459,-1392709.225,-227442.9901,"(1,4]",NATURAL,Non-Urban,Non-Urban,Non-Urban,Excluded,Excluded,Include2017,Target,Good,Not Detected,At or Below Benchmark,Not Assessed,Poor,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Good,Poor,Poor,Hypereutrophic,At or Below Benchmark,Large,Large,Good,Poor,Fair,Poor,Good,NA,S,400,0.03,ND,NA,9.73,1.31,0.18,S,134,1,S,54.1,0.05,ND,NA,6.466666667,0.024,S,16.6,L,262.6512893,0.48529,0.31685,0.1,NA,0.33,NA,67.7,0.002,S,3.88,0.48,S,381,0.115217,0.258213,0.002,S;L,0.032
8/15/2024,NLA_AZ-10183,14.16666667,2020254,NLA22_AZ-10006,1,CORE,2022,AZ,WMT,Western Mountains,WMTNS,West,Region_09,H15,Lower Colorado Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,USFS,Federal,34.30857441,-110.8755775,-1353058.744,-251203.3311,>50,MAN_MADE,Non-Urban,Non-Urban,Non-Urban,Excluded,Excluded,Exclude2017,Target,Good,Not Detected,At or Below Benchmark,Good,Fair,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Good,Fair,Mesotrophic,At or Below Benchmark,Small,Not Large,Fair,Good,Good,Good,Good,NA,NA,169,0.03,L,0.04,2.02,0.72,0.18,NA,3.56,1,NA,73.3,0.05,ND,NA,8,0.024,NA,7.14,L,73.75857179,3.31629,2.24661,0.1,ND,NA,62.8,69.68,0.002,NA,0.38,0.48,NA,12.5,0.212542,1.993562,0.002,NA,0.563
8/15/2024,NLA_AZ-10191,14.16666667,2020257,NLA22_AZ-10098,1,CORE,2022,AZ,WMT,Western Mountains,WMTNS,West,Region_09,H15,Lower Colorado Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,USFS,Federal,33.83121397,-109.0849419,-1198610.129,-328023.1704,>50,MAN_MADE,Non-Urban,Non-Urban,Non-Urban,Exclude,Exclude,Include2017,Target,Good,Not Detected,At or Below Benchmark,Poor,Poor,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Good,Poor,Poor,Eutrophic,At or Below Benchmark,Large,Large,Fair,Poor,Good,Poor,Fair,NA,NA,3830,0.03,L,0.03,23.9,1.59,0.18,NA,11.4,1,NA,477,0.05,ND,NA,7.4,0.024,NA,18.3,L,81.86506146,1.008224,0.377942,0.2,NA,2.98,31.8,51.63,0.002,NA,1.49,0.48,NA,153,0.557322,0.244097,0.002,NA,13.7
8/15/2024,NLA_NM-10094,24.4,2020262,NLA22_NM-10015,1,CORE,2022,NM,XER,Xeric,WMTNS,West,Region_06,H14,Upper Colorado Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,36.68847,-107.6851,-1031852.143,-27416.80516,"(20,50]",MAN_MADE,Non-Urban,Non-Urban,Non-Urban,Exclude,Exclude,Include2017,Target,Good,Not Detected,At or Below Benchmark,Fair,Good,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Good,Good,Oligotrophic,At or Below Benchmark,Small,Not Large,Fair,Good,Good,Fair,Fair,NA,NA,1510,0.03,ND,NA,2.04,0.31,0.18,NA,1.64,1,NA,253,0.05,ND,NA,9.3,0.024,NA,2.9,NA,98.2991023,2.096258,1.041369,0.1,ND,NA,38.7,60.52,0.002,NA,0.199,0.48,NA,17,0.54359,0.532318,0.002,NA,39.5
8/15/2024,NLA_NJ-10043,77,2020269,NLA22_NJ-10023,1,CORE,2022,NJ,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Region_02,H02,Mid Atlantic Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,40.90689235,-74.69486764,1765247.976,580483.7035,>50,MAN_MADE,Urban,Urban,Urban,Exclude,Exclude,Include2017,Target,Good,Not Detected,At or Below Benchmark,Fair,Fair,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Poor,Fair,Mesotrophic,At or Below Benchmark,Small,Not Large,Poor,Fair,Good,Poor,Fair,NA,NA,1100,0.03,ND,NA,0,0,0.18,NA,6.69,1,NA,537,0.05,ND,NA,7.4375,0.024,NA,4.09,NA,257.9289933,1.059554,0.640756,0.1,ND,NA,34.4,66.78,0.002,NA,0.466,0.48,NA,32.4,0.783721,0.547031,0.002,NA,7.24
8/15/2024,NLA_NJ-10023,131.8,2020270,NLA22_NJ-10003,1,CORE,2022,NJ,CPL,Coastal Plains,PLNLOW,Plains and Lowlands,Region_02,H02,Mid Atlantic Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,40.22553,-74.00517,1838891.928,519214.6694,"(4,10]",MAN_MADE,Urban,Urban,Urban,Excluded,Excluded,Include2017,Target,Good,Detected,At or Below Benchmark,Poor,Poor,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Fair,Poor,Poor,Hypereutrophic,Above Benchmark,Small,Not Large,Poor,Poor,Poor,Poor,Poor,NA,NA,654,0.03,NA,0.14,0,0,0.18,NA,80,1,NA,205,0.05,ND,NA,3.14,0.024,NA,9.45,NA,1856.884304,0.083596,0.111837,0.1,ND,NA,21.5,42.95,0.002,NA,3.67,0.48,NA,371,0.916667,0.164851,0.002,NA,2.36
8/15/2024,NLA_NM-10024,6,2020277,NLA22_NM-10013,1,CORE,2022,NM,SPL,Southern Plains,PLNLOW,Plains and Lowlands,Region_06,H11,Arkansas-Red-White Region,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,36.5808,-104.6535,-766114.3659,-68091.83558,>50,MAN_MADE,Non-Urban,Non-Urban,Non-Urban,Exclude,Exclude,Include2017,Target,Good,Not Detected,At or Below Benchmark,Fair,Good,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Poor,Fair,Mesotrophic,At or Below Benchmark,Large,Large,Fair,Poor,Fair,Poor,Not Assessed,NA,NA,2750,0.03,ND,NA,69.1,1.43,0.18,NA,2.58,1,NA,774,0.05,ND,NA,9.06,0.024,NA,9.56,NA,221.3593077,0.337329,0.13116,0.1,ND,NA,28,NA,0.002,NA,0.706,0.48,NA,59,0.510504,0,0.002,NA,238
8/15/2024,NLA_NJ-10025,1137.5,2020280,NLA22_NJ-10009,1,CORE,2022,NJ,CPL,Coastal Plains,PLNLOW,Plains and Lowlands,Region_02,H02,Mid Atlantic Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,39.93496,-74.92394,1770530.38,470042.72,"(1,4]",MAN_MADE,Urban,Urban,Urban,Exclude,Exclude,Include2017,Target,Good,Detected,At or Below Benchmark,Poor,Fair,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Poor,Fair,Eutrophic,At or Below Benchmark,Small,Not Large,Poor,Poor,Poor,Poor,Fair,NA,NA,394,0.03,NA,0.11,0,0,0.18,NA,23.5,1,NA,286,0.05,ND,NA,6.56,0.024,NA,6.36,NA,1144.652555,0.097808,0.124598,0.1,ND,NA,19.4,54.4,0.002,NA,0.746,0.48,NA,84.3,0.894737,0.163981,0.002,NA,13.2
8/15/2024,NLA_NJ-10042,1137.5,2020281,NLA22_NJ-10022,1,CORE,2022,NJ,CPL,Coastal Plains,PLNLOW,Plains and Lowlands,Region_02,H02,Mid Atlantic Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,39.68864607,-75.45405917,1732622.899,433330.0686,"(1,4]",MAN_MADE,Urban,Urban,Urban,Exclude,Exclude,Include2017,Target,Good,Not Detected,At or Below Benchmark,Good,Poor,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Good,Fair,Poor,Hypereutrophic,At or Below Benchmark,Small,Not Large,Fair,Fair,Fair,Good,Fair,NA,NA,3740,0.03,ND,NA,0,0,0.18,NA,37.4,1,NA,454,0.05,ND,NA,12.94666667,0.024,NA,9.61,L,182.713155,0.461594,0.622526,0.1,NA,0.17,52.8,57.68,0.002,NA,8.9,0.48,NA,49.9,0.316667,0.953366,0.002,NA,7.41
8/15/2024,NLA_PA-10043,722,2020283,NLA22_PA-10002,1,CORE,2022,PA,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Region_03,H02,Mid Atlantic Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,39.98016,-77.17689,1582903.955,435244.733,"(1,4]",MAN_MADE,Urban,Urban,Non-Urban,Excluded,Excluded,Include2017,Target,Good,Detected,At or Below Benchmark,Poor,Fair,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Poor,Poor,Eutrophic,At or Below Benchmark,Small,Not Large,Fair,Poor,Poor,Poor,Good,NA,NA,949,0.03,NA,0.75,0,0,0.18,NA,9.01,1,NA,167,0.05,ND,NA,9.966666667,0.024,NA,5.29,NA,243.9879454,0.199712,0.102841,0.1,ND,NA,3.3,84.18,0.002,NA,1.13,0.48,NA,34.2,0.59011,0.010621,0.002,NA,8.16
8/15/2024,NLA_NJ-10021,131.8,2020284,NLA22_NJ-10001,1,CORE,2022,NJ,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Region_02,H02,Mid Atlantic Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,NPS,Federal,41.03964,-74.99616,1737436.411,589429.1035,"(10,20]",NATURAL,Urban,Urban,Non-Urban,Exclude,Exclude,Include2017,Target,Fair,Detected,At or Below Benchmark,Poor,Fair,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Good,Fair,Mesotrophic,At or Below Benchmark,Medium,Not Large,Fair,Good,Good,Good,Good,NA,NA,25.9,0.03,NA,0.08,0.37,0.05,0.18,NA,6.21,1,NA,17.6,0.05,ND,NA,7.563333333,0.024,NA,2.82,L,25.97717139,1.486423,1.342946,0.1,ND,NA,28,85.45,0.002,NA,0.285,0.48,NA,12.7,0.215385,1.061001,0.002,NA,4.05
8/15/2024,NLA_MI-10272,361.4579946,2020285,NLA22_MI-10126,1,CORE,2022,MI,UMW,Upper Midwest,PLNLOW,Plains and Lowlands,Region_05,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,42.88972951,-83.1206229,1042858.028,674371.7566,"(1,4]",NATURAL,Urban,Urban,Urban,Excluded,Excluded,Include2017,Target,Good,Detected,At or Below Benchmark,Fair,Poor,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Fair,Poor,Fair,Eutrophic,At or Below Benchmark,Small,Not Large,Poor,Poor,Poor,Poor,Fair,NA,NA,4770,0.03,NA,0.13,0,0,0.18,NA,15.2,1,NA,599,0.05,ND,NA,3.075,0.024,NA,14.3,NA,354.7727023,0.277284,0.312757,0.1,ND,NA,40,62.57,0.002,NA,0.876,0.48,NA,68.8,0.778139,0.350889,0.002,NA,1.85
8/15/2024,NLA_ND-10144,80.29090909,2020286,NLA22_ND-10002,1,CORE,2022,ND,NPL,Northern Plains,PLNLOW,Plains and Lowlands,Region_08,H10,Missouri Region,H10U,Upper Missouri Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,47.26394,-99.80461,-289454.4841,1095894.127,"(20,50]",NATURAL,Non-Urban,Non-Urban,Non-Urban,Exclude,Exclude,Include2017,Target,Good,Not Detected,At or Below Benchmark,Good,Poor,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Good,Fair,Fair,Eutrophic,At or Below Benchmark,Small,Not Large,Fair,Poor,Good,Poor,Not Assessed,NA,NA,8080,0.03,L,0.03,0,0,0.18,NA,24.2,1,NA,1080,0.05,ND,NA,9.1,0.024,NA,13,NA,1054.289866,0.978161,0.298943,0.1,L,0.11,40.9,NA,0.002,NA,1.58,0.48,NA,68.3,0.613014,0.017216,0.002,NA,164
8/15/2024,NLA_VA-10084,101,2020287,NLA22_VA-10011,1,CORE,2022,VA,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Region_03,H02,Mid Atlantic Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,38.50336563,-77.54573362,1584219.726,266761.5344,"(10,20]",MAN_MADE,Urban,Urban,Urban,Exclude,Exclude,Include2017,Target,Good,Not Detected,At or Below Benchmark,Poor,Poor,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Poor,Poor,Eutrophic,At or Below Benchmark,Small,Not Large,Poor,Poor,Fair,Fair,Good,NA,NA,421,0.03,ND,NA,0,0,0.18,NA,20.8,1,NA,113,0.05,ND,NA,7.45,0.024,NA,5.51,NA,161.9212095,0.351355,0.464351,0.1,ND,NA,28.8,88.48,0.002,NA,0.588,0.48,NA,34.3,0.904762,0.64295,0.002,NA,1.65
8/15/2024,NLA_MI-10160,202.7832168,2020290,NLA22_MI-10030,1,CORE,2022,MI,TPL,Temperate Plains,PLNLOW,Plains and Lowlands,Region_05,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,43.19026,-82.64835,1076150.119,712888.2695,"(4,10]",MAN_MADE,Non-Urban,Non-Urban,Non-Urban,Exclude,Exclude,Include2017,Target,Good,Detected,At or Below Benchmark,Good,Good,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Good,Good,Mesotrophic,At or Below Benchmark,Small,Not Large,Fair,Good,Good,Good,Fair,NA,NA,2170,0.03,NA,0.17,0,0,0.18,NA,3.29,1,NA,237,0.05,ND,NA,9.866666667,0.024,NA,6.07,NA,107.6916589,0.898998,1.267085,0.1,ND,NA,41.9,32.62,0.002,NA,0.519,0.48,NA,8.7,0.380952,1.545632,0.002,NA,3.6
8/15/2024,NLA_TX-10224,1331.267606,2020291,NLA22_TX-10010,1,CORE,2022,TX,CPL,Coastal Plains,PLNLOW,Plains and Lowlands,Region_06,H12_13,Rio Grande-Texas-Gulf Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,29.85308,-96.37105,-35826.37964,-853642.8285,"(1,4]",MAN_MADE,Non-Urban,Non-Urban,Non-Urban,Excluded,Excluded,Include2017,Target,Good,Detected,At or Below Benchmark,Poor,Fair,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Fair,Poor,Poor,Eutrophic,Above Benchmark,Small,Not Large,Fair,Good,Good,Good,Good,NA,NA,655,0.03,L,0.05,0,0,0.18,NA,23,1,NA,88.2,0.05,NA,0.49,3.77,0.024,NA,11.4,NA,1434.125386,1.317612,1.115851,0.1,ND,NA,31.9,68.62,0.002,NA,1.18,0.48,NA,88.1,0.661111,0.786522,0.002,NA,0.054
8/15/2024,NLA_KY-10045,41.4,2020293,NLA22_KY-10002,1,CORE,2022,KY,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Region_04,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,37.48693,-84.67911,989212.4363,57525.30323,"(10,20]",MAN_MADE,Urban,Urban,Urban,Exclude,Exclude,Include2017,Target,Good,Detected,At or Below Benchmark,Good,Fair,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Fair,Fair,Eutrophic,At or Below Benchmark,Small,Not Large,Fair,Good,Good,Good,Good,NA,NA,375,0.03,NA,0.11,0,0,0.18,NA,10.8,1,NA,62.1,0.05,ND,NA,9.7,0.024,NA,3.77,L,23.18663522,1.682708,1.325035,0.1,ND,NA,47.5,81.32,0.002,NA,0.291,0.48,NA,19,0.27963,1.058344,0.002,NA,7.27
8/15/2024,NLA_TX-10351,1331.267606,2020295,NLA22_TX-10133,1,CORE,2022,TX,CPL,Coastal Plains,PLNLOW,Plains and Lowlands,Region_06,H12_13,Rio Grande-Texas-Gulf Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,30.77866117,-95.49139309,48557.86155,-750798.952,"(1,4]",MAN_MADE,Urban,Urban,Urban,Excluded,Excluded,Include2017,Target,Good,Detected,At or Below Benchmark,Good,Poor,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Poor,Poor,Poor,Eutrophic,At or Below Benchmark,Small,Not Large,Poor,Fair,Good,Poor,Poor,NA,NA,559,0.03,NA,0.1,0,0,0.18,NA,29.9,1,NA,85,0.05,ND,NA,2.718,0.024,NA,10.8,NA,196.8037651,1.125721,0.679136,0.1,NA,0.5,57.3,48.67,0.002,NA,1.11,0.48,NA,90.1,0.917355,0.063852,0.002,NA,0.776
8/15/2024,NLA_VA-10088,20,2020296,NLA22_VA-10027,1,CORE,2022,VA,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Region_03,H02,Mid Atlantic Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,38.76309983,-77.29980993,1599368.106,299438.9383,>50,MAN_MADE,Urban,Urban,Urban,Exclude,Exclude,Include2017,Target,Good,Not Detected,At or Below Benchmark,Good,Poor,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Poor,Poor,Eutrophic,At or Below Benchmark,Small,Not Large,Poor,Good,Good,Good,Fair,NA,NA,423,0.03,L,0.04,0,0,0.18,NA,17.4,1,NA,166,0.05,NA,0.14,9.39,0.024,NA,5.9,L,50.05086362,0.858788,0.838828,0.1,ND,NA,55.7,60.25,0.002,NA,0.555,0.48,NA,164,0.827586,0.988901,0.002,NA,2.09
8/15/2024,NLA_IA-10088,95.625,2020297,NLA22_IA-10001,1,CORE,2022,IA,TPL,Temperate Plains,PLNLOW,Plains and Lowlands,Region_07,H07,Upper Mississippi Region,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,41.46639,-94.44048,129269.8879,445478.2143,"(4,10]",MAN_MADE,Non-Urban,Non-Urban,Non-Urban,Exclude,Exclude,Include2017,Target,Good,Detected,At or Below Benchmark,Fair,Poor,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Good,Good,Eutrophic,At or Below Benchmark,Small,Not Large,Fair,Poor,Poor,Poor,Poor,NA,NA,1720,0.03,NA,0.08,0,0,0.18,NA,23.5,1,NA,217,0.05,ND,NA,10.63333333,0.024,NA,5.21,L,6.744177141,0.081777,0.070487,0.1,ND,NA,34.2,21.8,0.002,NA,0.771,0.48,NA,38.3,0.433333,0.065177,0.002,NA,12.6
8/15/2024,NLA_MI-10260,202.7832168,2020300,NLA22_MI-10114,1,CORE,2022,MI,UMW,Upper Midwest,PLNLOW,Plains and Lowlands,Region_05,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,43.05783824,-83.71943056,992228.5953,686576.2349,"(4,10]",NATURAL,Urban,Urban,Urban,Exclude,Exclude,Include2017,Target,Good,Detected,At or Below Benchmark,Fair,Fair,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Poor,Poor,Eutrophic,At or Below Benchmark,Small,Not Large,Poor,Good,Good,Poor,Poor,NA,NA,2710,0.03,NA,0.12,0,0,0.18,NA,13.4,1,NA,767,0.05,ND,NA,7.933333333,0.024,NA,6.1,L,23.0426208,2.323355,1.017929,0.1,ND,NA,38.5,49.12,0.002,NA,1.04,0.48,NA,70.7,0.904762,0.393463,0.002,NA,11.2
8/15/2024,NLA_WY-10145,12.6,2020301,NLA22_WY-10047,1,CORE,2022,WY,NPL,Northern Plains,PLNLOW,Plains and Lowlands,Region_08,H10,Missouri Region,H10U,Upper Missouri Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,44.41033567,-106.61006,-841050.7847,820272.6079,>50,MAN_MADE,Urban,Urban,Non-Urban,Excluded,Excluded,,Target,Good,Not Detected,At or Below Benchmark,Fair,Good,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Good,Good,Oligotrophic,At or Below Benchmark,Small,Not Large,Fair,Good,Good,Good,Poor,NA,NA,2490,0.03,L,0.04,0,0,0.18,NA,1.59,1,NA,618,0.05,ND,NA,8.766666667,0.024,NA,5.28,L,36.95381823,2.811297,1.756061,0.1,ND,NA,36.5,25.65,0.002,NA,0.355,0.48,NA,32,0.674561,1.116814,0.002,NA,175
8/15/2024,NLA_NV-10178,85.79297063,2020303,NLA22_NV-10025,1,CORE,2022,NV,XER,Xeric,WMTNS,West,Region_09,H16,Great Basin Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,39.4578,-119.7898,-2007246.67,471991.4777,"(1,4]",MAN_MADE,Urban,Urban,Urban,Excluded,Excluded,Include2017,Target,Good,Not Detected,At or Below Benchmark,Fair,Good,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Poor,Fair,Oligotrophic,At or Below Benchmark,Small,Not Large,Poor,Good,Good,Good,Fair,NA,NA,2290,0.03,ND,NA,0,0,0.18,NA,1.23,1,NA,299,0.05,ND,NA,6.804,0.024,NA,5.77,NA,1143.198072,1.058965,1.476167,0.1,ND,NA,34,51.6,0.002,NA,0.61,0.48,NA,198,0.907407,1.72091,0.002,NA,12.9
8/15/2024,NLA_VA-10058,164,2020304,NLA22_VA-10004,1,CORE,2022,VA,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Region_03,H02,Mid Atlantic Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,38.29925,-77.65349,1579474.272,242516.7875,"(20,50]",MAN_MADE,Urban,Urban,Urban,Exclude,Exclude,Include2017,Target,Good,Not Detected,At or Below Benchmark,Fair,Fair,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Good,Poor,Fair,Eutrophic,Above Benchmark,Small,Not Large,Fair,Poor,Fair,Poor,Good,NA,NA,261,0.03,L,0.03,0,0,0.18,NA,9.47,1,NA,75.9,0.05,ND,NA,6.795,0.024,NA,6.59,NA,4761.745256,0.614798,0.490337,0.1,ND,NA,32.5,79.18,0.002,NA,0.368,0.48,NA,37.4,0.724561,0.480117,0.002,NA,2.46
